qid,variable,start_time,end_time,min_lat,max_lat,min_lon,max_lon,spatial_resolution,temporal_resolution,aggregation,time_series_aggregation_method,filter_predicate,filter_value,time_span,category,execution_time
12,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,>,310,5.0,changing_time,0.16160798072814941
13,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,<,310,5.0,changing_time,0.1614227294921875
14,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,>,310,5.0,changing_time,0.16139721870422363
15,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,<,310,5.0,changing_time,0.16179680824279785
16,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,>,310,5.0,changing_time,0.16110563278198242
17,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,<,310,5.0,changing_time,0.16143536567687988
18,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,>,310,10.0,changing_time,0.21920084953308105
19,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,<,310,10.0,changing_time,0.21667695045471191
20,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,>,310,10.0,changing_time,0.21672773361206055
21,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,<,310,10.0,changing_time,0.21676325798034668
22,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,>,310,10.0,changing_time,0.21699905395507812
23,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,<,310,10.0,changing_time,0.21462082862854004
24,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,>,205,10.0,changing_value,0.20851826667785645
25,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,<,205,10.0,changing_value,0.20703673362731934
26,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,>,205,10.0,changing_value,0.20800518989562988
27,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,<,205,10.0,changing_value,0.21625661849975586
28,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,>,205,10.0,changing_value,0.21549439430236816
29,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,<,205,10.0,changing_value,0.21611523628234863
30,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,>,240,10.0,changing_value,51.59174633026123
31,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,<,240,10.0,changing_value,50.65773558616638
32,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,>,240,10.0,changing_value,50.668750524520874
33,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,<,240,10.0,changing_value,50.72136569023132
34,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,>,240,10.0,changing_value,50.795480489730835
35,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,<,240,10.0,changing_value,50.6840615272522
36,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,>,275,10.0,changing_value,14.969019174575806
37,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,<,275,10.0,changing_value,14.954513311386108
38,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,>,275,10.0,changing_value,15.074185848236084
39,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,<,275,10.0,changing_value,15.11538290977478
40,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,>,275,10.0,changing_value,15.535211086273193
41,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,<,275,10.0,changing_value,15.516913890838623
42,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,>,310,10.0,changing_value,0.18898582458496094
43,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,min,min,<,310,10.0,changing_value,0.1922740936279297
44,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,>,310,10.0,changing_value,0.19662857055664062
45,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,max,max,<,310,10.0,changing_value,0.1959388256072998
46,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,>,310,10.0,changing_value,0.19623541831970215
47,2m_temperature,2010-01-01 00:00:00,2019-12-31 23:00:00,60,85,-75,-10,0.25,hour,mean,mean,<,310,10.0,changing_value,0.19658255577087402
