qid,variable,start_time,end_time,min_lat,max_lat,min_lon,max_lon,spatial_resolution,temporal_resolution,aggregation,time_series_aggregation_method,filter_predicate,filter_value,time_span,area_persent,category,execution_time
11,2m_temperature,2014-01-01 00:00:00,2016-06-30 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,<,310,2.5,100,changing_time,58.38058876991272
12,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,hour,min,min,>,205,5.0,100,changing_value,89.22008872032166
13,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,hour,min,min,>,240,5.0,100,changing_value,87.2760865688324
14,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,hour,min,min,>,275,5.0,100,changing_value,87.82331204414368
15,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,hour,min,min,<,205,5.0,100,changing_value,87.66086649894714
16,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,hour,min,min,<,240,5.0,100,changing_value,87.2624614238739
17,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,hour,min,min,<,275,5.0,100,changing_value,87.36703658103943
18,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,hour,max,max,>,205,5.0,100,changing_value,86.4218156337738
19,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,hour,max,max,>,240,5.0,100,changing_value,86.86095261573792
20,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,hour,max,max,>,275,5.0,100,changing_value,86.57796597480774
21,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,hour,max,max,<,205,5.0,100,changing_value,86.62403321266174
22,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,hour,max,max,<,240,5.0,100,changing_value,86.55857253074646
23,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,hour,max,max,<,275,5.0,100,changing_value,87.33535981178284
24,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,>,205,5.0,100,changing_value,90.6871223449707
25,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,>,240,5.0,100,changing_value,81.57380843162537
26,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,>,275,5.0,100,changing_value,80.24457263946533
27,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,<,205,5.0,100,changing_value,80.02327370643616
28,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,<,240,5.0,100,changing_value,80.71285009384155
29,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,hour,mean,mean,<,275,5.0,100,changing_value,80.77261662483215
36,2m_temperature,2019-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,>,310,1.0,100,changing_time,36.04192662239075
37,2m_temperature,2020-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,<,310,1.0,100,changing_time,36.64764046669006
38,2m_temperature,2018-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,>,310,1.0,100,changing_time,35.93260431289673
39,2m_temperature,2015-01-01 00:00:00,2015-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,<,310,1.0,100,changing_time,36.62169814109802
40,2m_temperature,2022-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,>,310,1.0,100,changing_time,37.87951707839966
41,2m_temperature,2018-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,<,310,1.0,100,changing_time,37.06968975067139
42,2m_temperature,2014-01-01 00:00:00,2016-06-30 23:00:00,60,85,-70,-10,0.25,year,min,min,>,310,2.5,100,changing_time,36.975653886795044
43,2m_temperature,2020-01-01 00:00:00,2022-06-30 23:00:00,60,85,-70,-10,0.25,year,min,min,<,310,2.5,100,changing_time,37.41713571548462
44,2m_temperature,2019-01-01 00:00:00,2021-06-30 23:00:00,60,85,-70,-10,0.25,year,max,max,>,310,2.5,100,changing_time,37.77085542678833
45,2m_temperature,2016-01-01 00:00:00,2018-06-30 23:00:00,60,85,-70,-10,0.25,year,max,max,<,310,2.5,100,changing_time,37.01988363265991
46,2m_temperature,2017-01-01 00:00:00,2019-06-30 23:00:00,60,85,-70,-10,0.25,year,mean,mean,>,310,2.5,100,changing_time,39.39767360687256
47,2m_temperature,2017-01-01 00:00:00,2019-06-30 23:00:00,60,85,-70,-10,0.25,year,mean,mean,<,310,2.5,100,changing_time,40.11523175239563
48,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,>,205,5.0,100,changing_value,38.905155658721924
49,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,>,240,5.0,100,changing_value,38.87188243865967
50,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,>,275,5.0,100,changing_value,39.19841027259827
51,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,<,205,5.0,100,changing_value,39.17496657371521
52,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,<,240,5.0,100,changing_value,39.128246545791626
53,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,0.25,year,min,min,<,275,5.0,100,changing_value,38.89804410934448
54,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,>,205,5.0,100,changing_value,39.13434028625488
55,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,>,240,5.0,100,changing_value,38.926608085632324
56,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,>,275,5.0,100,changing_value,39.278576374053955
57,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,<,205,5.0,100,changing_value,39.10907053947449
58,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,<,240,5.0,100,changing_value,38.9369957447052
59,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,max,max,<,275,5.0,100,changing_value,38.57724118232727
60,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,>,205,5.0,100,changing_value,43.683494329452515
61,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,>,240,5.0,100,changing_value,43.45035696029663
62,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,>,275,5.0,100,changing_value,43.611047983169556
63,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,<,205,5.0,100,changing_value,43.677706241607666
64,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,<,240,5.0,100,changing_value,43.59395885467529
65,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,0.25,year,mean,mean,<,275,5.0,100,changing_value,43.29609775543213
72,2m_temperature,2016-01-01 00:00:00,2016-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,>,310,1.0,100,changing_time,35.93780326843262
73,2m_temperature,2017-01-01 00:00:00,2017-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,<,310,1.0,100,changing_time,36.331332206726074
74,2m_temperature,2020-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,>,310,1.0,100,changing_time,36.32969069480896
75,2m_temperature,2016-01-01 00:00:00,2016-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,<,310,1.0,100,changing_time,36.02445888519287
76,2m_temperature,2020-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,>,310,1.0,100,changing_time,37.4793176651001
77,2m_temperature,2018-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,<,310,1.0,100,changing_time,37.01265263557434
78,2m_temperature,2021-01-01 00:00:00,2023-06-30 23:00:00,60,85,-70,-10,1.0,year,min,min,>,310,2.5,100,changing_time,36.59634280204773
79,2m_temperature,2014-01-01 00:00:00,2016-06-30 23:00:00,60,85,-70,-10,1.0,year,min,min,<,310,2.5,100,changing_time,37.03696942329407
80,2m_temperature,2016-01-01 00:00:00,2018-06-30 23:00:00,60,85,-70,-10,1.0,year,max,max,>,310,2.5,100,changing_time,37.00294065475464
81,2m_temperature,2019-01-01 00:00:00,2021-06-30 23:00:00,60,85,-70,-10,1.0,year,max,max,<,310,2.5,100,changing_time,37.333030700683594
82,2m_temperature,2014-01-01 00:00:00,2016-06-30 23:00:00,60,85,-70,-10,1.0,year,mean,mean,>,310,2.5,100,changing_time,39.52232551574707
83,2m_temperature,2019-01-01 00:00:00,2021-06-30 23:00:00,60,85,-70,-10,1.0,year,mean,mean,<,310,2.5,100,changing_time,40.1619439125061
84,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,>,205,5.0,100,changing_value,38.80102610588074
85,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,>,240,5.0,100,changing_value,38.86949014663696
86,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,>,275,5.0,100,changing_value,39.11953115463257
87,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,<,205,5.0,100,changing_value,38.906997203826904
88,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,<,240,5.0,100,changing_value,39.36858057975769
89,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,year,min,min,<,275,5.0,100,changing_value,38.728333711624146
90,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,>,205,5.0,100,changing_value,38.810954570770264
91,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,>,240,5.0,100,changing_value,38.83908820152283
92,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,>,275,5.0,100,changing_value,38.75041890144348
93,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,<,205,5.0,100,changing_value,39.38215160369873
94,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,<,240,5.0,100,changing_value,39.21561002731323
95,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,year,max,max,<,275,5.0,100,changing_value,38.87900710105896
96,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,>,205,5.0,100,changing_value,44.07699418067932
97,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,>,240,5.0,100,changing_value,43.6070761680603
98,2m_temperature,2016-01-01 00:00:00,2020-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,>,275,5.0,100,changing_value,43.91050744056702
99,2m_temperature,2017-01-01 00:00:00,2021-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,<,205,5.0,100,changing_value,44.046621322631836
100,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,<,240,5.0,100,changing_value,43.78416132926941
101,2m_temperature,2018-01-01 00:00:00,2022-12-31 23:00:00,60,85,-70,-10,1.0,year,mean,mean,<,275,5.0,100,changing_value,44.22101354598999
